Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1078951197908-01;510541;invoiced;GTQ;103;103;2020-11-24;2020-11-24;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078980427232-01;510575;invoiced;GTQ;178;178;2020-11-25;2020-11-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078512212493-01;509761;invoiced;GTQ;180;180;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076853491442-01;509125;invoiced;GTQ;310;310;2020-11-16;2020-11-16;False;True;False;False;False;False;;;;;;B2B / Other Channels
bathbodygt;1078620391714-01;509817;invoiced;GTQ;693;693;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078623306453-01;509805;invoiced;GTQ;328;328;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076850948384-01;509129;invoiced;GTQ;458;458;2020-11-16;2020-11-16;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076332637369-01;507639;invoiced;GTQ;532;532;2020-11-14;2020-11-14;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078621400112-01;509825;invoiced;GTQ;609;609;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078633392641-01;509837;invoiced;GTQ;335;335;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076851367315-01;509131;invoiced;GTQ;438;438;2020-11-16;2020-11-16;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076862403050-01;509137;invoiced;GTQ;468;468;2020-11-16;2020-11-16;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078621608734-01;509829;invoiced;GTQ;560;560;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078513123607-01;509765;invoiced;GTQ;931;931;2020-11-23;2020-11-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077272961384-01;509313;invoiced;GTQ;392;392;2020-11-17;2020-11-17;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076002156255-01;506483;invoiced;GTQ;322;322;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078770470033-01;510265;invoiced;GTQ;343;343;2020-11-24;2020-11-24;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077311300806-01;509345;invoiced;GTQ;245;245;2020-11-18;2020-11-18;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076003522851-01;506505;invoiced;GTQ;544;544;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076000197276-01;506511;invoiced;GTQ;210;210;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077901457974-01;509469;invoiced;GTQ;253;253;2020-11-20;2020-11-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077991486100-01;509507;invoiced;GTQ;274;274;2020-11-20;2020-11-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076001519945-01;506543;invoiced;GTQ;332;332;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076000937037-01;506535;invoiced;GTQ;542;542;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077992234561-01;509505;invoiced;GTQ;204;204;2020-11-20;2020-11-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1077782891641-01;509443;invoiced;GTQ;194;194;2020-11-20;2020-11-20;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076041862749-01;506811;invoiced;GTQ;312;312;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1076042085852-01;506815;invoiced;GTQ;352;352;2020-11-12;2020-11-12;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078273084688-01;509637;invoiced;GTQ;302;302;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1078272893409-01;509635;invoiced;GTQ;163;163;2020-11-22;2020-11-22;False;False;False;False;False;True;;;;;;B2C
