OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;
1080433031535-01;539940;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080430390923-01;539974;invoiced;USD;24.78;24,78;01/12/2020;01/12/2020;24.78
1080430830059-01;539988;invoiced;USD;54.86;54,86;01/12/2020;01/12/2020;54.86
1080431076770-01;539996;invoiced;USD;21.11;21,11;01/12/2020;01/12/2020;21.11
1080442099211-01;540040;invoiced;USD;35.53;35,53;01/12/2020;01/12/2020;35.53
1080442267046-01;540046;invoiced;USD;41.27;41,27;01/12/2020;01/12/2020;41.27
1080443008147-01;540086;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080431676775-01;540024;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080443426253-01;540104;invoiced;USD;20.32;20,32;01/12/2020;01/12/2020;20.32
1080442623855-01;540066;invoiced;USD;29.05;29,05;01/12/2020;01/12/2020;29.05
1080433059157-01;539942;invoiced;USD;24.78;24,78;01/12/2020;01/12/2020;24.78
1080421667385-01;539878;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080443118183-01;540092;invoiced;USD;67.59;67,59;01/12/2020;01/12/2020;67.59
1080431337087-01;540006;handling;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080450149071-01;540244;handling;USD;28.56;28,56;01/12/2020;01/12/2020;28.56
1080452075598-01;540188;handling;USD;58.92;58,92;01/12/2020;01/12/2020;58.92
1080422604169-01;539748;handling;USD;38.53;38,53;01/12/2020;01/12/2020;38.53
1080423359694-01;539796;handling;USD;30.37;30,37;01/12/2020;01/12/2020;30.37
1080431978398-01;539902;handling;USD;55.31;55,31;01/12/2020;01/12/2020;55.31
1080401755857-01;539550;handling;USD;125.77;125,77;01/12/2020;01/12/2020;125.77
1080422574498-01;539746;invoiced;USD;22.02;22,02;01/12/2020;01/12/2020;22.02
1080432067971-01;539906;invoiced;USD;58.11;58,11;01/12/2020;01/12/2020;58.11
1080411253917-01;539680;invoiced;USD;70.3;70,3;01/12/2020;01/12/2020;70.3
1080400190428-01;539488;invoiced;USD;276.79;276,79;01/12/2020;01/12/2020;276.79
1080413031123-01;539600;invoiced;USD;41.26;41,26;01/12/2020;01/12/2020;41.26
1080422324774-01;539732;invoiced;USD;29.45;29,45;01/12/2020;01/12/2020;29.45
1080420734700-01;539834;invoiced;USD;43.58;43,58;01/12/2020;01/12/2020;43.58
1080412571399-01;539580;invoiced;USD;63.87;63,87;01/12/2020;01/12/2020;63.87
1080422779571-01;539764;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080420068985-01;539808;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080422855995-01;539766;invoiced;USD;42.64;42,64;01/12/2020;01/12/2020;42.64
1080420094147-01;539810;invoiced;USD;54.86;54,86;01/12/2020;01/12/2020;54.86
1080453410495-01;540236;invoiced;USD;65.79;65,79;01/12/2020;01/12/2020;65.79
1080421243833-01;539852;invoiced;USD;60.23;60,23;01/12/2020;01/12/2020;60.23
1080453209168-01;540228;invoiced;USD;49.34;49,34;01/12/2020;01/12/2020;49.34
1080420425803-01;539820;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080451983242-01;540184;invoiced;USD;13.01;13,01;01/12/2020;01/12/2020;13.01
1080423259337-01;539792;invoiced;USD;40.33;40,33;01/12/2020;01/12/2020;40.33
1080422949783-01;539772;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080442217642-01;540044;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080452253521-01;540194;invoiced;USD;11.27;11,27;01/12/2020;01/12/2020;11.27
1080422633042-01;539750;invoiced;USD;23.04;23,04;01/12/2020;01/12/2020;23.04
1080451299018-01;540254;invoiced;USD;59.92;59,92;01/12/2020;01/12/2020;59.92
1080420723379-01;539832;invoiced;USD;17.52;17,52;01/12/2020;01/12/2020;17.52
1080453410061-01;540238;invoiced;USD;24.44;24,44;01/12/2020;01/12/2020;24.44
1080420186964-01;539814;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080451332257-01;540256;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080423511363-01;539802;invoiced;USD;45.8;45,8;01/12/2020;01/12/2020;45.8
1080450599134-01;540250;invoiced;USD;20.13;20,13;01/12/2020;01/12/2020;20.13
1080422980397-01;539776;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080420299913-01;539816;invoiced;USD;50.76;50,76;01/12/2020;01/12/2020;50.76
1080440984706-01;540140;invoiced;USD;52.94;52,94;01/12/2020;01/12/2020;52.94
1080412422515-01;539576;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080421388474-01;539860;invoiced;USD;97.02;97,02;01/12/2020;01/12/2020;97.02
1080401504165-01;539536;invoiced;USD;45.37;45,37;01/12/2020;01/12/2020;45.37
1080422027015-01;539712;invoiced;USD;50.24;50,24;01/12/2020;01/12/2020;50.24
1080401795313-01;539554;invoiced;USD;23.1;23,1;01/12/2020;01/12/2020;23.1
1080422308235-01;539728;invoiced;USD;111.46;111,46;01/12/2020;01/12/2020;111.46
1080413272447-01;539604;invoiced;USD;48.55;48,55;01/12/2020;01/12/2020;48.55
1080411770193-01;539702;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080421738492-01;539882;invoiced;USD;27.19;27,19;01/12/2020;01/12/2020;27.19
1080412709128-01;539594;invoiced;USD;128.28;128,28;01/12/2020;01/12/2020;128.28
1080413339825-01;539614;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080432207648-01;539916;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080410500496-01;539640;invoiced;USD;38.2;38,2;01/12/2020;01/12/2020;38.2
1080420844213-01;539842;invoiced;USD;31.27;31,27;01/12/2020;01/12/2020;31.27
1080410526249-01;539642;invoiced;USD;31.7;31,7;01/12/2020;01/12/2020;31.7
1080431931060-01;539896;invoiced;USD;69.39;69,39;01/12/2020;01/12/2020;69.39
1080413278884-01;539606;invoiced;USD;29.29;29,29;01/12/2020;01/12/2020;29.29
1080421760649-01;539884;invoiced;USD;40.33;40,33;01/12/2020;01/12/2020;40.33
1080441511882-01;540162;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080411621819-01;539690;invoiced;USD;38.21;38,21;01/12/2020;01/12/2020;38.21
1080422130055-01;539720;invoiced;USD;69.39;69,39;01/12/2020;01/12/2020;69.39
1080441221913-01;540150;invoiced;USD;62.12;62,12;01/12/2020;01/12/2020;62.12
1080411013815-01;539664;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080442921975-01;540076;invoiced;USD;50.57;50,57;01/12/2020;01/12/2020;50.57
1080440141300-01;540118;invoiced;USD;111.08;111,08;01/12/2020;01/12/2020;111.08
1080410547539-01;539644;invoiced;USD;34.95;34,95;01/12/2020;01/12/2020;34.95
1080411876643-01;539558;invoiced;USD;54.86;54,86;01/12/2020;01/12/2020;54.86
1080452958848-01;540218;invoiced;USD;59.36;59,36;01/12/2020;01/12/2020;59.36
1080442758785-01;540070;invoiced;USD;47.68;47,68;01/12/2020;01/12/2020;47.68
1080412663719-01;539592;invoiced;USD;26.53;26,53;01/12/2020;01/12/2020;26.53
1080442574462-01;540064;invoiced;USD;24.78;24,78;01/12/2020;01/12/2020;24.78
1080401778466-01;539552;invoiced;USD;66.63;66,63;01/12/2020;01/12/2020;66.63
1080443016079-01;540088;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080440096643-01;540114;invoiced;USD;91.12;91,12;01/12/2020;01/12/2020;91.12
1080441125459-01;540144;invoiced;USD;112.57;112,57;01/12/2020;01/12/2020;112.57
1080442997680-01;540084;invoiced;USD;42.53;42,53;01/12/2020;01/12/2020;42.53
1080440793202-01;540136;invoiced;USD;60.18;60,18;01/12/2020;01/12/2020;60.18
1080441590674-01;540164;invoiced;USD;78.4;78,4;01/12/2020;01/12/2020;78.4
1080443361602-01;540102;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080431266597-01;540004;invoiced;USD;32.59;32,59;01/12/2020;01/12/2020;32.59
1080431452295-01;540016;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080440697437-01;540132;invoiced;USD;37.14;37,14;01/12/2020;01/12/2020;37.14
1080451859077-01;540180;invoiced;USD;55.35;55,35;01/12/2020;01/12/2020;55.35
1080432769317-01;539928;invoiced;USD;39.16;39,16;01/12/2020;01/12/2020;39.16
1080441104865-01;540142;invoiced;USD;45.56;45,56;01/12/2020;01/12/2020;45.56
1080431843316-01;539890;invoiced;USD;37.57;37,57;01/12/2020;01/12/2020;37.57
1080430311575-01;539970;invoiced;USD;38.91;38,91;01/12/2020;01/12/2020;38.91
1080441139369-01;540146;invoiced;USD;63.43;63,43;01/12/2020;01/12/2020;63.43
1080443557183-01;540110;invoiced;USD;68.74;68,74;01/12/2020;01/12/2020;68.74
1080430755371-01;539984;invoiced;USD;53.01;53,01;01/12/2020;01/12/2020;53.01
1080431516761-01;540018;invoiced;USD;31.15;31,15;01/12/2020;01/12/2020;31.15
1080400193915-01;539489;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080430082173-01;539968;invoiced;USD;52.6;52,6;01/12/2020;01/12/2020;52.6
1080430567407-01;539982;invoiced;USD;67.36;67,36;01/12/2020;01/12/2020;67.36
1080451869265-01;540182;invoiced;USD;33.98;33,98;01/12/2020;01/12/2020;33.98
1080442894473-01;540074;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080442481562-01;540060;invoiced;USD;59.65;59,65;01/12/2020;01/12/2020;59.65
1080452565501-01;540202;invoiced;USD;20.81;20,81;01/12/2020;01/12/2020;20.81
1080451802128-01;540178;invoiced;USD;57.17;57,17;01/12/2020;01/12/2020;57.17
1080441437135-01;540158;invoiced;USD;61.11;61,11;01/12/2020;01/12/2020;61.11
1080452394819-01;540200;invoiced;USD;29.89;29,89;01/12/2020;01/12/2020;29.89
1080452814989-01;540212;invoiced;USD;35.13;35,13;01/12/2020;01/12/2020;35.13
1080453196975-01;540226;invoiced;USD;41.25;41,25;01/12/2020;01/12/2020;41.25
1080453383739-01;540232;invoiced;USD;26.53;26,53;01/12/2020;01/12/2020;26.53
1080453149031-01;540222;invoiced;USD;29.91;29,91;01/12/2020;01/12/2020;29.91
1080452830974-01;540214;invoiced;USD;45.56;45,56;01/12/2020;01/12/2020;45.56
1080570077548-01;540274;invoiced;USD;33.42;33,42;01/12/2020;01/12/2020;33.42
1080561207171-01;540272;invoiced;USD;20.05;20,05;01/12/2020;01/12/2020;20.05
1080603193050-01;540286;invoiced;USD;44.64;44,64;01/12/2020;01/12/2020;44.64
1080591199998-01;540284;invoiced;USD;480.51;480,51;01/12/2020;01/12/2020;480.51
1080421018592-01;539848;invoiced;USD;64;64;01/12/2020;01/12/2020;64
1080432801534-01;539932;invoiced;USD;70.83;70,83;01/12/2020;01/12/2020;70.83
1080420818048-01;539838;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080421356780-01;539858;invoiced;USD;70.98;70,98;01/12/2020;01/12/2020;70.98
1080421260225-01;539854;invoiced;USD;17.52;17,52;01/12/2020;01/12/2020;17.52
1080433361926-01;539952;invoiced;USD;104.59;104,59;01/12/2020;01/12/2020;104.59
1080432363528-01;539920;invoiced;USD;22.02;22,02;01/12/2020;01/12/2020;22.02
1080433496184-01;539958;invoiced;USD;134.68;134,68;01/12/2020;01/12/2020;134.68
1080400374314-01;539496;invoiced;USD;49.01;49,01;01/12/2020;01/12/2020;49.01
1080430419040-01;539976;invoiced;USD;21.1;21,1;01/12/2020;01/12/2020;21.1
1080401122727-01;539524;invoiced;USD;53.06;53,06;01/12/2020;01/12/2020;53.06
1080400479055-01;539500;invoiced;USD;32.88;32,88;01/12/2020;01/12/2020;32.88
1080400810122-01;539512;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080401672349-01;539544;invoiced;USD;23.54;23,54;01/12/2020;01/12/2020;23.54
1080412034073-01;539564;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080401517630-01;539538;invoiced;USD;85.66;85,66;01/12/2020;01/12/2020;85.66
1080412652279-01;539584;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080432451870-01;539922;invoiced;USD;63.96;63,96;01/12/2020;01/12/2020;63.96
1080551669621-01;540266;invoiced;USD;57.5;57,5;01/12/2020;01/12/2020;57.5
1080551475229-01;540264;invoiced;USD;102.98;102,98;01/12/2020;01/12/2020;102.98
1080590453237-01;540278;invoiced;USD;36.1;36,1;01/12/2020;01/12/2020;36.1
1080411917220-01;539562;invoiced;USD;14.59;14,59;01/12/2020;01/12/2020;14.59
1080412126382-01;539566;invoiced;USD;62.12;62,12;01/12/2020;01/12/2020;62.12
1080412524279-01;539578;invoiced;USD;32.16;32,16;01/12/2020;01/12/2020;32.16
1080410589722-01;539646;invoiced;USD;33.01;33,01;01/12/2020;01/12/2020;33.01
1080410464876-01;539638;invoiced;USD;33.72;33,72;01/12/2020;01/12/2020;33.72
1080422548038-01;539744;invoiced;USD;29.29;29,29;01/12/2020;01/12/2020;29.29
1080411384090-01;539686;invoiced;USD;35.53;35,53;01/12/2020;01/12/2020;35.53
1080411634145-01;539694;invoiced;USD;119.33;119,33;01/12/2020;01/12/2020;119.33
1080411184032-01;539670;invoiced;USD;45.54;45,54;01/12/2020;01/12/2020;45.54
1080411178750-01;539668;invoiced;USD;35.37;35,37;01/12/2020;01/12/2020;35.37
1080411686951-01;539696;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080423316448-01;539794;invoiced;USD;62.7;62,7;01/12/2020;01/12/2020;62.7
1080423234508-01;539790;invoiced;USD;55.8;55,8;01/12/2020;01/12/2020;55.8
1080411009155-01;539662;invoiced;USD;32.16;32,16;01/12/2020;01/12/2020;32.16
1080432825559-01;539934;invoiced;USD;100.48;100,48;01/12/2020;01/12/2020;100.48
1080431193916-01;540002;invoiced;USD;39.84;39,84;01/12/2020;01/12/2020;39.84
1080401288334-01;539534;handling;USD;50.34;50,34;01/12/2020;01/12/2020;50.34
1080442992087-01;540082;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080430317339-01;539972;invoiced;USD;40.25;40,25;01/12/2020;01/12/2020;40.25
1080443334184-01;540098;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080443232766-01;540094;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080421633515-01;539874;invoiced;USD;52.21;52,21;01/12/2020;01/12/2020;52.21
1080453171388-01;540224;invoiced;USD;62.12;62,12;01/12/2020;01/12/2020;62.12
1080400828581-01;539514;invoiced;USD;56.64;56,64;01/12/2020;01/12/2020;56.64
1080400857050-01;539516;invoiced;USD;15.77;15,77;01/12/2020;01/12/2020;15.77
1080400534617-01;539502;invoiced;USD;52.89;52,89;01/12/2020;01/12/2020;52.89
1080401272701-01;539532;invoiced;USD;49.82;49,82;01/12/2020;01/12/2020;49.82
1080400725676-01;539506;invoiced;USD;48.29;48,29;01/12/2020;01/12/2020;48.29
1080401168317-01;539528;invoiced;USD;83.92;83,92;01/12/2020;01/12/2020;83.92
1080400606489-01;539504;invoiced;USD;73.03;73,03;01/12/2020;01/12/2020;73.03
1080411623056-01;539692;invoiced;USD;38.2;38,2;01/12/2020;01/12/2020;38.2
1080411267565-01;539682;invoiced;USD;26.29;26,29;01/12/2020;01/12/2020;26.29
1080401125062-01;539526;invoiced;USD;44.83;44,83;01/12/2020;01/12/2020;44.83
1080401716247-01;539548;invoiced;USD;25.82;25,82;01/12/2020;01/12/2020;25.82
1080410402711-01;539634;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080410888492-01;539654;invoiced;USD;104.55;104,55;01/12/2020;01/12/2020;104.55
1080422644453-01;539752;invoiced;USD;62.12;62,12;01/12/2020;01/12/2020;62.12
1080410909925-01;539658;invoiced;USD;27.39;27,39;01/12/2020;01/12/2020;27.39
1080422000126-01;539708;invoiced;USD;44.83;44,83;01/12/2020;01/12/2020;44.83
1080400762287-01;539508;invoiced;USD;33.52;33,52;01/12/2020;01/12/2020;33.52
1080410889199-01;539656;invoiced;USD;31.68;31,68;01/12/2020;01/12/2020;31.68
1080411721716-01;539698;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080422113371-01;539718;invoiced;USD;28.55;28,55;01/12/2020;01/12/2020;28.55
1080412785500-01;539596;invoiced;USD;13.01;13,01;01/12/2020;01/12/2020;13.01
1080400443993-01;539498;invoiced;USD;66.69;66,69;01/12/2020;01/12/2020;66.69
1080411420803-01;539688;invoiced;USD;27.65;27,65;01/12/2020;01/12/2020;27.65
1080412648199-01;539582;invoiced;USD;40.33;40,33;01/12/2020;01/12/2020;40.33
1080422458238-01;539736;invoiced;USD;53.06;53,06;01/12/2020;01/12/2020;53.06
1080423455872-01;539800;invoiced;USD;44.54;44,54;01/12/2020;01/12/2020;44.54
1080422723502-01;539758;invoiced;USD;59.65;59,65;01/12/2020;01/12/2020;59.65
1080422470832-01;539738;invoiced;USD;29.39;29,39;01/12/2020;01/12/2020;29.39
1080420567205-01;539824;invoiced;USD;63.87;63,87;01/12/2020;01/12/2020;63.87
1080420704548-01;539830;invoiced;USD;31.03;31,03;01/12/2020;01/12/2020;31.03
1080420830045-01;539840;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080411722648-01;539700;invoiced;USD;45.35;45,35;01/12/2020;01/12/2020;45.35
1080420032544-01;539806;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080423204397-01;539788;invoiced;USD;45.56;45,56;01/12/2020;01/12/2020;45.56
1080421042518-01;539850;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080422642597-01;539754;invoiced;USD;76.65;76,65;01/12/2020;01/12/2020;76.65
1080423404425-01;539798;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080423161079-01;539786;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080422455943-01;539734;invoiced;USD;50.74;50,74;01/12/2020;01/12/2020;50.74
1080422527012-01;539741;invoiced;USD;99.47;99,47;01/12/2020;01/12/2020;99.47
1080422978898-01;539774;invoiced;USD;38.53;38,53;01/12/2020;01/12/2020;38.53
1080423541998-01;539804;invoiced;USD;61.23;61,23;01/12/2020;01/12/2020;61.23
1080411130164-01;539666;invoiced;USD;398.86;398,86;01/12/2020;01/12/2020;398.86
1080452628163-01;540204;invoiced;USD;174.44;174,44;01/12/2020;01/12/2020;174.44
1080431712553-01;540026;invoiced;USD;98.68;98,68;01/12/2020;01/12/2020;98.68
1080442968977-01;540078;invoiced;USD;47.54;47,54;01/12/2020;01/12/2020;47.54
1080443345942-01;540100;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080440410434-01;540122;invoiced;USD;100.78;100,78;01/12/2020;01/12/2020;100.78
1080442452376-01;540058;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080453496142-01;540242;invoiced;USD;16.73;16,73;01/12/2020;01/12/2020;16.73
1080442432700-01;540056;invoiced;USD;40.33;40,33;01/12/2020;01/12/2020;40.33
1080441233707-01;540152;invoiced;USD;31.03;31,03;01/12/2020;01/12/2020;31.03
1080452317509-01;540198;invoiced;USD;30.37;30,37;01/12/2020;01/12/2020;30.37
1080411189204-01;539672;invoiced;USD;30.3;30,3;01/12/2020;01/12/2020;30.3
1080422006189-01;539710;invoiced;USD;22.14;22,14;01/12/2020;01/12/2020;22.14
1080421608338-01;539870;invoiced;USD;95.7;95,7;01/12/2020;01/12/2020;95.7
1080421766074-01;539886;invoiced;USD;49.24;49,24;01/12/2020;01/12/2020;49.24
1080432471435-01;539924;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080431404684-01;540012;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080433304944-01;539950;invoiced;USD;22.02;22,02;01/12/2020;01/12/2020;22.02
1080420589506-01;539826;invoiced;USD;65.61;65,61;01/12/2020;01/12/2020;65.61
1080422916278-01;539770;invoiced;USD;64.83;64,83;01/12/2020;01/12/2020;64.83
1080430036385-01;539962;invoiced;USD;54.86;54,86;01/12/2020;01/12/2020;54.86
1080430837004-01;539990;invoiced;USD;75.68;75,68;01/12/2020;01/12/2020;75.68
1080580139604-01;540276;invoiced;USD;93.35;93,35;01/12/2020;01/12/2020;93.35
1080560936123-01;540270;invoiced;USD;44.13;44,13;01/12/2020;01/12/2020;44.13
1080431972970-01;539900;invoiced;USD;117.3;117,3;01/12/2020;01/12/2020;117.3
1080453480061-01;540240;invoiced;USD;11.27;11,27;01/12/2020;01/12/2020;11.27
1080441610356-01;540168;invoiced;USD;32.64;32,64;01/12/2020;01/12/2020;32.64
1080441607724-01;540166;invoiced;USD;38.2;38,2;01/12/2020;01/12/2020;38.2
1080441646278-01;540170;invoiced;USD;25.82;25,82;01/12/2020;01/12/2020;25.82
1080420616677-01;539828;invoiced;USD;24.12;24,12;01/12/2020;01/12/2020;24.12
1080421322247-01;539856;invoiced;USD;56.45;56,45;01/12/2020;01/12/2020;56.45
1080422193093-01;539724;invoiced;USD;30.21;30,21;01/12/2020;01/12/2020;30.21
1080421448700-01;539864;invoiced;USD;31.24;31,24;01/12/2020;01/12/2020;31.24
1080423112522-01;539780;invoiced;USD;54.98;54,98;01/12/2020;01/12/2020;54.98
1080452113086-01;540190;invoiced;USD;47.07;47,07;01/12/2020;01/12/2020;47.07
1080422676353-01;539756;invoiced;USD;32.16;32,16;01/12/2020;01/12/2020;32.16
1080450707272-01;540252;invoiced;USD;30.3;30,3;01/12/2020;01/12/2020;30.3
1080422729262-01;539760;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080452794663-01;540210;invoiced;USD;55.77;55,77;01/12/2020;01/12/2020;55.77
1080432307378-01;539918;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080411189877-01;539673;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080450486065-01;540248;invoiced;USD;27.64;27,64;01/12/2020;01/12/2020;27.64
1080441651199-01;540172;invoiced;USD;31.03;31,03;01/12/2020;01/12/2020;31.03
1080422324671-01;539730;invoiced;USD;72.42;72,42;01/12/2020;01/12/2020;72.42
1080421871322-01;539704;invoiced;USD;46.71;46,71;01/12/2020;01/12/2020;46.71
1080452935405-01;540216;invoiced;USD;38.2;38,2;01/12/2020;01/12/2020;38.2
1080443586853-01;540112;invoiced;USD;72.4;72,4;01/12/2020;01/12/2020;72.4
1080422744758-01;539762;invoiced;USD;33.98;33,98;01/12/2020;01/12/2020;33.98
1080440867393-01;540138;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080431887810-01;539894;invoiced;USD;27.54;27,54;01/12/2020;01/12/2020;27.54
1080440631337-01;540130;invoiced;USD;67.12;67,12;01/12/2020;01/12/2020;67.12
1080432773731-01;539930;invoiced;USD;20.28;20,28;01/12/2020;01/12/2020;20.28
1080430068392-01;539966;invoiced;USD;38.07;38,07;01/12/2020;01/12/2020;38.07
1080443536028-01;540108;invoiced;USD;221.38;221,38;01/12/2020;01/12/2020;221.38
1080432970783-01;539938;invoiced;USD;29.65;29,65;01/12/2020;01/12/2020;29.65
1080440534986-01;540128;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080432135072-01;539912;invoiced;USD;98.59;98,59;01/12/2020;01/12/2020;98.59
1080452069962-01;540186;invoiced;USD;62.12;62,12;01/12/2020;01/12/2020;62.12
1080430535463-01;539980;invoiced;USD;55.3;55,3;01/12/2020;01/12/2020;55.3
1080441376961-01;540156;invoiced;USD;28.11;28,11;01/12/2020;01/12/2020;28.11
1080431194450-01;540000;invoiced;USD;46.58;46,58;01/12/2020;01/12/2020;46.58
1080431993988-01;539904;invoiced;USD;46.59;46,59;01/12/2020;01/12/2020;46.59
1080440489016-01;540124;invoiced;USD;24.78;24,78;01/12/2020;01/12/2020;24.78
1080421729042-01;539880;invoiced;USD;35.53;35,53;01/12/2020;01/12/2020;35.53
1080440528871-01;540126;invoiced;USD;68.26;68,26;01/12/2020;01/12/2020;68.26
1080441139154-01;540148;invoiced;USD;82.95;82,95;01/12/2020;01/12/2020;82.95
1080433378559-01;539954;invoiced;USD;31.15;31,15;01/12/2020;01/12/2020;31.15
1080430866364-01;539992;invoiced;USD;13.01;13,01;01/12/2020;01/12/2020;13.01
1080440729088-01;540134;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080431747927-01;540028;invoiced;USD;55.67;55,67;01/12/2020;01/12/2020;55.67
1080421536809-01;539868;invoiced;USD;57.66;57,66;01/12/2020;01/12/2020;57.66
1080431939354-01;539898;invoiced;USD;30.3;30,3;01/12/2020;01/12/2020;30.3
1080441831323-01;540032;invoiced;USD;18.53;18,53;01/12/2020;01/12/2020;18.53
1080441951848-01;540034;invoiced;USD;31.27;31,27;01/12/2020;01/12/2020;31.27
1080420317081-01;539818;invoiced;USD;89.52;89,52;01/12/2020;01/12/2020;89.52
1080431577382-01;540020;invoiced;USD;45.38;45,38;01/12/2020;01/12/2020;45.38
1080430463172-01;539978;invoiced;USD;62.82;62,82;01/12/2020;01/12/2020;62.82
1080442137374-01;540042;invoiced;USD;121.5;121,5;01/12/2020;01/12/2020;121.5
1080430828833-01;539986;invoiced;USD;23.73;23,73;01/12/2020;01/12/2020;23.73
1080433193312-01;539946;invoiced;USD;47.59;47,59;01/12/2020;01/12/2020;47.59
1080431019175-01;539994;invoiced;USD;65.94;65,94;01/12/2020;01/12/2020;65.94
1080442354237-01;540052;invoiced;USD;43.82;43,82;01/12/2020;01/12/2020;43.82
1080442988432-01;540080;invoiced;USD;79.85;79,85;01/12/2020;01/12/2020;79.85
1080442094415-01;540038;invoiced;USD;83.72;83,72;01/12/2020;01/12/2020;83.72
1080443069586-01;540090;invoiced;USD;30.3;30,3;01/12/2020;01/12/2020;30.3
1080420743321-01;539836;invoiced;USD;26.74;26,74;01/12/2020;01/12/2020;26.74
1080433144606-01;539944;invoiced;USD;61.26;61,26;01/12/2020;01/12/2020;61.26
1080431427942-01;540014;invoiced;USD;36.71;36,71;01/12/2020;01/12/2020;36.71
1080432181980-01;539914;invoiced;USD;90.29;90,29;01/12/2020;01/12/2020;90.29
1080412149810-01;539568;invoiced;USD;141.91;141,91;01/12/2020;01/12/2020;141.91
1080412658726-01;539588;invoiced;USD;25.8;25,8;01/12/2020;01/12/2020;25.8
1080412654749-01;539586;invoiced;USD;23.54;23,54;01/12/2020;01/12/2020;23.54
1080413327941-01;539612;invoiced;USD;49.01;49,01;01/12/2020;01/12/2020;49.01
1080411197433-01;539676;invoiced;USD;24.9;24,9;01/12/2020;01/12/2020;24.9
1080413311018-01;539610;invoiced;USD;33.56;33,56;01/12/2020;01/12/2020;33.56
1080413293190-01;539608;invoiced;USD;29.05;29,05;01/12/2020;01/12/2020;29.05
1080411240590-01;539678;invoiced;USD;23.54;23,54;01/12/2020;01/12/2020;23.54
1080401704273-01;539546;invoiced;USD;46.18;46,18;01/12/2020;01/12/2020;46.18
1080411901039-01;539560;invoiced;USD;33.06;33,06;01/12/2020;01/12/2020;33.06
1080413037430-01;539602;invoiced;USD;37.57;37,57;01/12/2020;01/12/2020;37.57
1080412177126-01;539570;invoiced;USD;56.45;56,45;01/12/2020;01/12/2020;56.45
1080413420027-01;539616;invoiced;USD;59.36;59,36;01/12/2020;01/12/2020;59.36
