OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;
1084022094665-01;541849;invoiced;USD;47.88;47,88;16/12/2020;16/12/2020;#N/D
1084472414906-01;542009;canceled;USD;130.37;130,37;17/12/2020;17/12/2020;#N/D
1084461052782-01;542003;invoiced;USD;29.68;29,68;17/12/2020;17/12/2020;#N/D
1084471687563-01;542011;invoiced;USD;58.04;58,04;17/12/2020;17/12/2020;#N/D
1084441881551-01;541988;invoiced;USD;96.55;96,55;17/12/2020;17/12/2020;#N/D
1084410073615-01;541974;invoiced;USD;30.21;30,21;17/12/2020;17/12/2020;#N/D
1084433046174-01;541982;invoiced;USD;46.27;46,27;17/12/2020;17/12/2020;#N/D
1084350537941-01;541964;invoiced;USD;181.2;181,2;17/12/2020;17/12/2020;#N/D
1084253002893-01;541938;invoiced;USD;36.1;36,1;17/12/2020;17/12/2020;#N/D
1084251800077-01;541936;invoiced;USD;44.24;44,24;17/12/2020;17/12/2020;#N/D
1084291784534-01;541954;invoiced;USD;38.78;38,78;17/12/2020;17/12/2020;#N/D
1084302441324-01;541958;invoiced;USD;46.27;46,27;17/12/2020;17/12/2020;#N/D
1084293581527-01;541952;invoiced;USD;44.13;44,13;17/12/2020;17/12/2020;#N/D
1084281902270-01;541946;invoiced;USD;41.45;41,45;17/12/2020;17/12/2020;#N/D
1084303486249-01;541960;invoiced;USD;52.69;52,69;17/12/2020;17/12/2020;#N/D
1084442018847-01;541990;invoiced;USD;21.12;21,12;17/12/2020;17/12/2020;#N/D
1084462597117-01;541999;invoiced;USD;43.06;43,06;17/12/2020;17/12/2020;#N/D
1084472367265-01;542007;invoiced;USD;63.39;63,39;17/12/2020;17/12/2020;#N/D
1084461780193-01;542005;invoiced;USD;73.13;73,13;17/12/2020;17/12/2020;#N/D
1084462957371-01;542001;invoiced;USD;52.15;52,15;17/12/2020;17/12/2020;#N/D
1084263598729-01;541944;invoiced;USD;79.97;79,97;17/12/2020;17/12/2020;#N/D
1084300014489-01;541962;invoiced;USD;50.55;50,55;17/12/2020;17/12/2020;#N/D
1084382122797-01;541966;invoiced;USD;107.26;107,26;17/12/2020;17/12/2020;#N/D
1084250220655-01;541942;invoiced;USD;61.79;61,79;17/12/2020;17/12/2020;#N/D
1084423215423-01;541980;invoiced;USD;40.38;40,38;17/12/2020;17/12/2020;#N/D
1084412061680-01;541970;invoiced;USD;86.93;86,93;17/12/2020;17/12/2020;#N/D
1084412769034-01;541972;invoiced;USD;91.21;91,21;17/12/2020;17/12/2020;#N/D
1084410891325-01;541976;invoiced;USD;65.64;65,64;17/12/2020;17/12/2020;#N/D
1084382565974-01;541968;invoiced;USD;68.73;68,73;17/12/2020;17/12/2020;#N/D
1084430242167-01;541984;invoiced;USD;142.56;142,56;17/12/2020;17/12/2020;#N/D
1084450041490-01;541997;invoiced;USD;87.99;87,99;17/12/2020;17/12/2020;#N/D
1084440258055-01;541994;invoiced;USD;52.69;52,69;17/12/2020;17/12/2020;#N/D
1084442367513-01;541992;invoiced;USD;45.73;45,73;17/12/2020;17/12/2020;#N/D
1084643023775-01;542063;invoiced;USD;44.13;44,13;18/12/2020;18/12/2020;#N/D
1084642510056-01;542061;invoiced;USD;57.51;57,51;18/12/2020;18/12/2020;#N/D
1084652313746-01;542071;invoiced;USD;57.42;57,42;18/12/2020;18/12/2020;#N/D
1084641181512-01;542065;invoiced;USD;62.85;62,85;18/12/2020;18/12/2020;#N/D
1084500746008-01;542025;invoiced;USD;41.98;41,98;18/12/2020;18/12/2020;#N/D
1084511874443-01;542027;invoiced;USD;22.19;22,19;18/12/2020;18/12/2020;#N/D
1084513518559-01;542029;invoiced;USD;47.88;47,88;18/12/2020;18/12/2020;#N/D
1084521946039-01;542031;invoiced;USD;87.04;87,04;18/12/2020;18/12/2020;#N/D
1084631047203-01;542059;invoiced;USD;51.62;51,62;18/12/2020;18/12/2020;#N/D
1084621460348-01;542055;invoiced;USD;29.15;29,15;18/12/2020;18/12/2020;#N/D
1084633020589-01;542057;invoiced;USD;58.58;58,58;18/12/2020;18/12/2020;#N/D
1084621800173-01;542047;invoiced;USD;55.47;55,47;18/12/2020;18/12/2020;#N/D
1084613259227-01;542043;invoiced;USD;64.79;64,79;18/12/2020;18/12/2020;#N/D
1084610923253-01;542045;invoiced;USD;211.37;211,37;18/12/2020;18/12/2020;#N/D
1084623541041-01;542051;invoiced;USD;50.55;50,55;18/12/2020;18/12/2020;#N/D
1084620204195-01;542053;invoiced;USD;81.05;81,05;18/12/2020;18/12/2020;#N/D
1084491266296-01;542021;invoiced;USD;49.48;49,48;18/12/2020;18/12/2020;#N/D
1084502672148-01;542023;invoiced;USD;38.24;38,24;18/12/2020;18/12/2020;#N/D
1084592398406-01;542039;invoiced;USD;93.35;93,35;18/12/2020;18/12/2020;#N/D
1084520753482-01;542033;invoiced;USD;54.94;54,94;18/12/2020;18/12/2020;#N/D
1084532917722-01;542035;invoiced;USD;40.38;40,38;18/12/2020;18/12/2020;#N/D
1084491902195-01;542015;invoiced;USD;51.62;51,62;18/12/2020;18/12/2020;#N/D
1084481011141-01;542013;invoiced;USD;85.86;85,86;18/12/2020;18/12/2020;#N/D
1084600155147-01;542041;invoiced;USD;48.98;48,98;18/12/2020;18/12/2020;#N/D
1084690979895-01;542091;invoiced;USD;90.4;90,4;18/12/2020;18/12/2020;#N/D
1084690694223-01;542089;invoiced;USD;49.59;49,59;18/12/2020;18/12/2020;#N/D
1084660796225-01;542073;invoiced;USD;90.67;90,67;18/12/2020;18/12/2020;#N/D
1084661374330-01;542075;invoiced;USD;101.91;101,91;18/12/2020;18/12/2020;#N/D
1084672926295-01;542079;invoiced;USD;64.46;64,46;18/12/2020;18/12/2020;#N/D
1084700424548-01;542095;invoiced;USD;40.38;40,38;18/12/2020;18/12/2020;#N/D
1084691085005-01;542093;invoiced;USD;40.38;40,38;18/12/2020;18/12/2020;#N/D
1084681501422-01;542087;invoiced;USD;35.37;35,37;18/12/2020;18/12/2020;#N/D
1084641457055-01;542069;invoiced;USD;76.76;76,76;18/12/2020;18/12/2020;#N/D
1084622131886-01;542049;invoiced;USD;50.96;50,96;18/12/2020;18/12/2020;#N/D
1084490411627-01;542019;invoiced;USD;23.26;23,26;18/12/2020;18/12/2020;#N/D
1084533587424-01;542037;invoiced;USD;66.1;66,1;18/12/2020;18/12/2020;#N/D
1084712959587-01;542101;invoiced;USD;83.72;83,72;18/12/2020;18/12/2020;#N/D
1084713067121-01;542103;invoiced;USD;33.96;33,96;18/12/2020;18/12/2020;#N/D
1084723059866-01;542105;invoiced;USD;48.82;48,82;18/12/2020;18/12/2020;#N/D
1084711916657-01;542097;invoiced;USD;22.19;22,19;18/12/2020;18/12/2020;#N/D
1084711956166-01;542099;invoiced;USD;92.21;92,21;18/12/2020;18/12/2020;#N/D
1084732900428-01;542118;invoiced;USD;38.24;38,24;19/12/2020;19/12/2020;#N/D
1084740423957-01;542124;invoiced;USD;58.68;58,68;19/12/2020;19/12/2020;#N/D
1084880262302-01;542176;invoiced;USD;43.7;43,7;19/12/2020;19/12/2020;#N/D
1084761238857-01;542148;invoiced;USD;22.19;22,19;19/12/2020;19/12/2020;#N/D
1084860348003-01;542162;invoiced;USD;53.23;53,23;19/12/2020;19/12/2020;#N/D
1084720576885-01;542116;invoiced;USD;44.67;44,67;19/12/2020;19/12/2020;#N/D
1084741227257-01;542130;invoiced;USD;44.13;44,13;19/12/2020;19/12/2020;#N/D
1084731560650-01;542122;invoiced;USD;47.45;47,45;19/12/2020;19/12/2020;#N/D
1084762900578-01;542142;invoiced;USD;22.64;22,64;19/12/2020;19/12/2020;#N/D
1084862976879-01;542154;invoiced;USD;39.31;39,31;19/12/2020;19/12/2020;#N/D
1084880677363-01;542178;invoiced;USD;17.91;17,91;19/12/2020;19/12/2020;#N/D
1084900285132-01;542190;invoiced;USD;40.38;40,38;19/12/2020;19/12/2020;#N/D
1084750973445-01;542136;invoiced;USD;33.96;33,96;19/12/2020;19/12/2020;#N/D
1084860291392-01;542160;invoiced;USD;22.19;22,19;19/12/2020;19/12/2020;#N/D
1084871074935-01;542170;invoiced;USD;22.19;22,19;19/12/2020;19/12/2020;#N/D
1084890207391-01;542182;invoiced;USD;71.42;71,42;19/12/2020;19/12/2020;#N/D
1084942944459-01;542214;invoiced;USD;32.89;32,89;19/12/2020;19/12/2020;#N/D
1084943480138-01;542216;invoiced;USD;58.04;58,04;19/12/2020;19/12/2020;#N/D
1084942445250-01;542212;invoiced;USD;36.1;36,1;19/12/2020;19/12/2020;#N/D
1084962114633-01;542232;invoiced;USD;72.7;72,7;19/12/2020;19/12/2020;#N/D
1084962279991-01;542234;invoiced;USD;43.63;43,63;19/12/2020;19/12/2020;#N/D
1084962867349-01;542236;invoiced;USD;43.6;43,6;19/12/2020;19/12/2020;#N/D
1084933148093-01;542204;invoiced;USD;49.05;49,05;19/12/2020;19/12/2020;#N/D
1084933098691-01;542202;invoiced;USD;83.72;83,72;19/12/2020;19/12/2020;#N/D
1084942030792-01;542208;invoiced;USD;133.82;133,82;19/12/2020;19/12/2020;#N/D
1084942290957-01;542210;invoiced;USD;58.57;58,57;19/12/2020;19/12/2020;#N/D
1084930095970-01;542206;invoiced;USD;73.56;73,56;19/12/2020;19/12/2020;#N/D
1084932040242-01;542200;invoiced;USD;46.81;46,81;19/12/2020;19/12/2020;#N/D
1084940733468-01;542218;invoiced;USD;22.19;22,19;19/12/2020;19/12/2020;#N/D
1084950483140-01;542230;invoiced;USD;38.11;38,11;19/12/2020;19/12/2020;#N/D
1084952918779-01;542226;invoiced;USD;43.17;43,17;19/12/2020;19/12/2020;#N/D
1084950061454-01;542228;invoiced;USD;62.32;62,32;19/12/2020;19/12/2020;#N/D
1084941752871-01;542224;invoiced;USD;36.09;36,09;19/12/2020;19/12/2020;#N/D
1084720150225-01;542114;invoiced;USD;55.36;55,36;19/12/2020;19/12/2020;#N/D
1084900039872-01;542188;invoiced;USD;43.7;43,7;19/12/2020;19/12/2020;#N/D
1084911867642-01;542192;invoiced;USD;40.38;40,38;19/12/2020;19/12/2020;#N/D
1084720138368-01;542112;invoiced;USD;41.99;41,99;19/12/2020;19/12/2020;#N/D
1084850889642-01;542152;invoiced;USD;38.11;38,11;19/12/2020;19/12/2020;#N/D
1084752656660-01;542132;invoiced;USD;63.93;63,93;19/12/2020;19/12/2020;#N/D
1084871526813-01;542174;invoiced;USD;69.81;69,81;19/12/2020;19/12/2020;#N/D
1084861521455-01;542168;invoiced;USD;45.2;45,2;19/12/2020;19/12/2020;#N/D
1084921872677-01;542196;invoiced;USD;136.79;136,79;19/12/2020;19/12/2020;#N/D
1084911544679-01;542194;invoiced;USD;48.41;48,41;19/12/2020;19/12/2020;#N/D
1084751748506-01;542140;invoiced;USD;50.55;50,55;19/12/2020;19/12/2020;#N/D
1084922687532-01;542198;handling;USD;22.19;22,19;19/12/2020;19/12/2020;#N/D
1084733356369-01;542120;invoiced;USD;32.89;32,89;19/12/2020;19/12/2020;#N/D
1084740457922-01;542126;invoiced;USD;44;44;19/12/2020;19/12/2020;#N/D
1084740962668-01;542128;invoiced;USD;169.31;169,31;19/12/2020;19/12/2020;#N/D
1084753259473-01;542134;invoiced;USD;23.26;23,26;19/12/2020;19/12/2020;#N/D
1084751035565-01;542138;invoiced;USD;63.01;63,01;19/12/2020;19/12/2020;#N/D
1084761685747-01;542150;invoiced;USD;58.57;58,57;19/12/2020;19/12/2020;#N/D
1084893576099-01;542180;invoiced;USD;41.98;41,98;19/12/2020;19/12/2020;#N/D
1084890432821-01;542184;invoiced;USD;44.66;44,66;19/12/2020;19/12/2020;#N/D
1084871455188-01;542172;invoiced;USD;70.88;70,88;19/12/2020;19/12/2020;#N/D
1084981143320-01;542268;invoiced;USD;22.19;22,19;20/12/2020;20/12/2020;#N/D
1084993129334-01;542274;invoiced;USD;40.38;40,38;20/12/2020;20/12/2020;#N/D
1084993173465-01;542276;invoiced;USD;68.74;68,74;20/12/2020;20/12/2020;#N/D
1085011232013-01;542284;invoiced;USD;70.34;70,34;20/12/2020;20/12/2020;#N/D
1084961693919-01;542242;invoiced;USD;35.37;35,37;20/12/2020;20/12/2020;#N/D
1084972967701-01;542246;invoiced;USD;46.81;46,81;20/12/2020;20/12/2020;#N/D
1085081562159-01;542292;invoiced;USD;40.38;40,38;20/12/2020;20/12/2020;#N/D
1085011248801-01;542286;invoiced;USD;37.71;37,71;20/12/2020;20/12/2020;#N/D
1085030684081-01;542290;invoiced;USD;54.3;54,3;20/12/2020;20/12/2020;#N/D
1085093335240-01;542294;invoiced;USD;61.79;61,79;20/12/2020;20/12/2020;#N/D
1084992273781-01;542272;invoiced;USD;21.12;21,12;20/12/2020;20/12/2020;#N/D
1085131193903-01;542324;invoiced;USD;38.11;38,11;20/12/2020;20/12/2020;#N/D
1085153436159-01;542342;invoiced;USD;63.01;63,01;20/12/2020;20/12/2020;#N/D
1085142250331-01;542332;invoiced;USD;22.19;22,19;20/12/2020;20/12/2020;#N/D
1085160743996-01;542348;invoiced;USD;54.94;54,94;20/12/2020;20/12/2020;#N/D
1085163516665-01;542346;invoiced;USD;23.26;23,26;20/12/2020;20/12/2020;#N/D
1085192695835-01;542368;invoiced;USD;47.68;47,68;20/12/2020;20/12/2020;#N/D
1085161553608-01;542350;invoiced;USD;22.19;22,19;20/12/2020;20/12/2020;#N/D
1085192898746-01;542370;invoiced;USD;54.94;54,94;20/12/2020;20/12/2020;#N/D
1085182917658-01;542360;invoiced;USD;35.37;35,37;20/12/2020;20/12/2020;#N/D
1085202087935-01;542382;invoiced;USD;23.25;23,25;20/12/2020;20/12/2020;#N/D
1085131271233-01;542326;invoiced;USD;68.74;68,74;20/12/2020;20/12/2020;#N/D
1085121647681-01;542322;invoiced;USD;40.38;40,38;20/12/2020;20/12/2020;#N/D
1085120307967-01;542318;invoiced;USD;70.99;70,99;20/12/2020;20/12/2020;#N/D
1085110502537-01;542308;invoiced;USD;46.38;46,38;20/12/2020;20/12/2020;#N/D
1085123236283-01;542312;invoiced;USD;45.74;45,74;20/12/2020;20/12/2020;#N/D
1085123577341-01;542314;invoiced;USD;54.94;54,94;20/12/2020;20/12/2020;#N/D
1085111936195-01;542304;invoiced;USD;82.1;82,1;20/12/2020;20/12/2020;#N/D
1084971212605-01;542252;invoiced;USD;83.72;83,72;20/12/2020;20/12/2020;#N/D
1084971173189-01;542250;invoiced;USD;41.45;41,45;20/12/2020;20/12/2020;#N/D
1084992262846-01;542270;invoiced;USD;83.18;83,18;20/12/2020;20/12/2020;#N/D
1085020284926-01;542288;invoiced;USD;67.13;67,13;20/12/2020;20/12/2020;#N/D
1085103397797-01;542296;invoiced;USD;120.64;120,64;20/12/2020;20/12/2020;#N/D
1084971525443-01;542254;invoiced;USD;40.38;40,38;20/12/2020;20/12/2020;#N/D
1084980744043-01;542266;invoiced;USD;46.26;46,26;20/12/2020;20/12/2020;#N/D
1085000096887-01;542282;invoiced;USD;22.19;22,19;20/12/2020;20/12/2020;#N/D
1084990410259-01;542280;invoiced;USD;73.02;73,02;20/12/2020;20/12/2020;#N/D
1084993550004-01;542278;invoiced;USD;57.51;57,51;20/12/2020;20/12/2020;#N/D
1084970497790-01;542248;invoiced;USD;102.42;102,42;20/12/2020;20/12/2020;#N/D
1084972621687-01;542244;invoiced;USD;46.27;46,27;20/12/2020;20/12/2020;#N/D
1085100270680-01;542302;invoiced;USD;38.24;38,24;20/12/2020;20/12/2020;#N/D
1085120784928-01;542320;invoiced;USD;135.88;135,88;20/12/2020;20/12/2020;#N/D
1085152921401-01;542340;invoiced;USD;90.06;90,06;20/12/2020;20/12/2020;#N/D
1085140701216-01;542338;invoiced;USD;48.94;48,94;20/12/2020;20/12/2020;#N/D
1085140040064-01;542336;invoiced;USD;45.2;45,2;20/12/2020;20/12/2020;#N/D
1085191168703-01;542376;invoiced;USD;89.07;89,07;20/12/2020;20/12/2020;#N/D
1085170319088-01;542354;invoiced;USD;44.67;44,67;20/12/2020;20/12/2020;#N/D
1085180199492-01;542364;invoiced;USD;44.17;44,17;20/12/2020;20/12/2020;#N/D
1085172058639-01;542352;invoiced;USD;54.4;54,4;20/12/2020;20/12/2020;#N/D
1085150664034-01;542344;invoiced;USD;63.96;63,96;20/12/2020;20/12/2020;#N/D
1085170460848-01;542356;invoiced;USD;46.27;46,27;20/12/2020;20/12/2020;#N/D
1085111596695-01;542310;invoiced;USD;22.19;22,19;20/12/2020;20/12/2020;#N/D
1085192319409-01;542366;invoiced;USD;42.52;42,52;20/12/2020;20/12/2020;#N/D
1085193333759-01;542372;invoiced;USD;49.48;49,48;20/12/2020;20/12/2020;#N/D
1085190757494-01;542374;invoiced;USD;50.66;50,66;20/12/2020;20/12/2020;#N/D
1084961539476-01;542238;invoiced;USD;24.32;24,32;20/12/2020;20/12/2020;#N/D
1084961654425-01;542240;invoiced;USD;62.32;62,32;20/12/2020;20/12/2020;#N/D
1085203377128-01;542384;invoiced;USD;341.49;341,49;20/12/2020;20/12/2020;#N/D
1085253501857-01;542422;invoiced;USD;71.95;71,95;21/12/2020;21/12/2020;#N/D
1085361611705-01;542446;invoiced;USD;23.26;23,26;21/12/2020;21/12/2020;#N/D
1085382500928-01;542454;invoiced;USD;40.38;40,38;21/12/2020;21/12/2020;#N/D
1085371607330-01;542450;invoiced;USD;76.8;76,8;21/12/2020;21/12/2020;#N/D
1085382288104-01;542452;invoiced;USD;52.69;52,69;21/12/2020;21/12/2020;#N/D
1085393140788-01;542462;invoiced;USD;22.64;22,64;21/12/2020;21/12/2020;#N/D
1085401948506-01;542466;invoiced;USD;47.34;47,34;21/12/2020;21/12/2020;#N/D
1085430570742-01;542474;invoiced;USD;62.32;62,32;21/12/2020;21/12/2020;#N/D
1085390116455-01;542464;invoiced;USD;22.19;22,19;21/12/2020;21/12/2020;#N/D
1085241143619-01;542416;invoiced;USD;73.94;73,94;21/12/2020;21/12/2020;#N/D
1085210636632-01;542396;invoiced;USD;60.18;60,18;21/12/2020;21/12/2020;#N/D
1085231394775-01;542414;invoiced;USD;77.84;77,84;21/12/2020;21/12/2020;#N/D
1085201576378-01;542386;invoiced;USD;44.13;44,13;21/12/2020;21/12/2020;#N/D
1085220500190-01;542404;invoiced;USD;39.31;39,31;21/12/2020;21/12/2020;#N/D
1085230726823-01;542412;invoiced;USD;59.11;59,11;21/12/2020;21/12/2020;#N/D
1085263357561-01;542428;invoiced;USD;318.04;318,04;21/12/2020;21/12/2020;#N/D
1085360099503-01;542444;invoiced;USD;67.78;67,78;21/12/2020;21/12/2020;#N/D
1085383306063-01;542458;invoiced;USD;68.78;68,78;21/12/2020;21/12/2020;#N/D
1085343138780-01;542432;invoiced;USD;65.64;65,64;21/12/2020;21/12/2020;#N/D
1085331112263-01;542430;invoiced;USD;22.19;22,19;21/12/2020;21/12/2020;#N/D
1085432669359-01;542472;invoiced;USD;77.3;77,3;21/12/2020;21/12/2020;#N/D
1085212296234-01;542392;invoiced;USD;70.88;70,88;21/12/2020;21/12/2020;#N/D
1085230654443-01;542410;invoiced;USD;70.99;70,99;21/12/2020;21/12/2020;#N/D
1085212992208-01;542394;invoiced;USD;58.04;58,04;21/12/2020;21/12/2020;#N/D
1085221992410-01;542400;invoiced;USD;38.11;38,11;21/12/2020;21/12/2020;#N/D
1085222370825-01;542402;invoiced;USD;21.12;21,12;21/12/2020;21/12/2020;#N/D
1085212022493-01;542390;invoiced;USD;22.19;22,19;21/12/2020;21/12/2020;#N/D
1085211292444-01;542398;invoiced;USD;45.2;45,2;21/12/2020;21/12/2020;#N/D
1085201758397-01;542388;invoiced;USD;54.83;54,83;21/12/2020;21/12/2020;#N/D
1085221611982-01;542406;invoiced;USD;22.19;22,19;21/12/2020;21/12/2020;#N/D
1085232104647-01;542408;invoiced;USD;54.94;54,94;21/12/2020;21/12/2020;#N/D
1085340966649-01;542434;invoiced;USD;68.74;68,74;21/12/2020;21/12/2020;#N/D
1085362992764-01;542440;invoiced;USD;180.09;180,09;21/12/2020;21/12/2020;#N/D
1085262326209-01;542426;invoiced;USD;233.09;233,09;21/12/2020;21/12/2020;#N/D
1085262066092-01;542424;invoiced;USD;64.02;64,02;21/12/2020;21/12/2020;#N/D
1085392031625-01;542460;invoiced;USD;70;70;21/12/2020;21/12/2020;#N/D
1085410681731-01;542470;invoiced;USD;75.72;75,72;21/12/2020;21/12/2020;#N/D
1085350213713-01;542438;invoiced;USD;35.37;35,37;21/12/2020;21/12/2020;#N/D
1085350059833-01;542436;invoiced;USD;42.52;42,52;21/12/2020;21/12/2020;#N/D
1085403119584-01;542468;invoiced;USD;217.46;217,46;21/12/2020;21/12/2020;#N/D
1085370217151-01;542448;invoiced;USD;44.13;44,13;21/12/2020;21/12/2020;#N/D
1085363084974-01;542442;invoiced;USD;22.64;22,64;21/12/2020;21/12/2020;#N/D
1085461069381-01;542480;invoiced;USD;53.87;53,87;22/12/2020;22/12/2020;#N/D
1085472044099-01;542482;invoiced;USD;40.92;40,92;22/12/2020;22/12/2020;#N/D
1085470902319-01;542484;invoiced;USD;52.56;52,56;22/12/2020;22/12/2020;#N/D
1085483193945-01;542490;invoiced;USD;57.61;57,61;22/12/2020;22/12/2020;#N/D
1085452701452-01;542476;invoiced;USD;251.16;251,16;22/12/2020;22/12/2020;#N/D
1085560649280-01;542504;invoiced;USD;73.02;73,02;22/12/2020;22/12/2020;#N/D
1085583051833-01;542506;invoiced;USD;22.64;22,64;22/12/2020;22/12/2020;#N/D
1085612129257-01;542516;invoiced;USD;96.56;96,56;22/12/2020;22/12/2020;#N/D
1085622827840-01;542524;invoiced;USD;62.85;62,85;22/12/2020;22/12/2020;#N/D
1085623512239-01;542526;invoiced;USD;24.32;24,32;22/12/2020;22/12/2020;#N/D
1085491597078-01;542498;invoiced;USD;72.31;72,31;22/12/2020;22/12/2020;#N/D
1085481658044-01;542492;invoiced;USD;40.38;40,38;22/12/2020;22/12/2020;#N/D
1085490245726-01;542496;invoiced;USD;43.59;43,59;22/12/2020;22/12/2020;#N/D
1085682798396-01;542554;invoiced;USD;258.89;258,89;22/12/2020;22/12/2020;#N/D
1085672787590-01;542548;invoiced;USD;52.16;52,16;22/12/2020;22/12/2020;#N/D
1085672162673-01;542546;invoiced;USD;49.82;49,82;22/12/2020;22/12/2020;#N/D
1085671928920-01;542544;invoiced;USD;50.66;50,66;22/12/2020;22/12/2020;#N/D
1085660578756-01;542542;invoiced;USD;70.75;70,75;22/12/2020;22/12/2020;#N/D
1085580923471-01;542508;invoiced;USD;40.38;40,38;22/12/2020;22/12/2020;#N/D
1085481892280-01;542488;invoiced;USD;40.38;40,38;22/12/2020;22/12/2020;#N/D
1085471643464-01;542486;invoiced;USD;40.38;40,38;22/12/2020;22/12/2020;#N/D
1085562774779-01;542502;invoiced;USD;83.18;83,18;22/12/2020;22/12/2020;#N/D
1085562078295-01;542500;invoiced;USD;54.94;54,94;22/12/2020;22/12/2020;#N/D
1085460261501-01;542478;invoiced;USD;46.27;46,27;22/12/2020;22/12/2020;#N/D
1085601863945-01;542510;invoiced;USD;22.19;22,19;22/12/2020;22/12/2020;#N/D
1085602179790-01;542514;invoiced;USD;24.33;24,33;22/12/2020;22/12/2020;#N/D
1085632718294-01;542530;invoiced;USD;132.93;132,93;22/12/2020;22/12/2020;#N/D
1085620117977-01;542528;invoiced;USD;65;65;22/12/2020;22/12/2020;#N/D
1085611439558-01;542522;invoiced;USD;26.47;26,47;22/12/2020;22/12/2020;#N/D
1085613241871-01;542518;invoiced;USD;39.31;39,31;22/12/2020;22/12/2020;#N/D
1085610370161-01;542520;invoiced;USD;42.86;42,86;22/12/2020;22/12/2020;#N/D
1085640138967-01;542540;invoiced;USD;35.37;35,37;22/12/2020;22/12/2020;#N/D
1085671214983-01;542552;invoiced;USD;22.19;22,19;22/12/2020;22/12/2020;#N/D
1085673077785-01;542550;invoiced;USD;22.19;22,19;22/12/2020;22/12/2020;#N/D
1085643254030-01;542534;invoiced;USD;56.96;56,96;22/12/2020;22/12/2020;#N/D
1085843087340-01;542586;invoiced;USD;91.75;91,75;23/12/2020;23/12/2020;#N/D
1085822994628-01;542574;invoiced;USD;42.52;42,52;23/12/2020;23/12/2020;#N/D
1085820806589-01;542576;invoiced;USD;129.73;129,73;23/12/2020;23/12/2020;#N/D
1085821411982-01;542580;invoiced;USD;46.81;46,81;23/12/2020;23/12/2020;#N/D
1085702465596-01;542558;invoiced;USD;80.51;80,51;23/12/2020;23/12/2020;#N/D
1085703398102-01;542560;invoiced;USD;44.67;44,67;23/12/2020;23/12/2020;#N/D
1085883272632-01;542600;invoiced;USD;22.19;22,19;23/12/2020;23/12/2020;#N/D
1085882083168-01;542594;invoiced;USD;39.31;39,31;23/12/2020;23/12/2020;#N/D
1085902481311-01;542602;invoiced;USD;50.5;50,5;23/12/2020;23/12/2020;#N/D
1085902813037-01;542604;invoiced;USD;35.37;35,37;23/12/2020;23/12/2020;#N/D
1085900385500-01;542606;invoiced;USD;40.38;40,38;23/12/2020;23/12/2020;#N/D
1085710995930-01;542566;invoiced;USD;35.37;35,37;23/12/2020;23/12/2020;#N/D
1085711061132-01;542568;invoiced;USD;54.83;54,83;23/12/2020;23/12/2020;#N/D
1085690386635-01;542556;invoiced;USD;39.31;39,31;23/12/2020;23/12/2020;#N/D
1085700149665-01;542562;invoiced;USD;64.03;64,03;23/12/2020;23/12/2020;#N/D
1085712149845-01;542564;invoiced;USD;22.19;22,19;23/12/2020;23/12/2020;#N/D
1085733150555-01;542570;invoiced;USD;98.7;98,7;23/12/2020;23/12/2020;#N/D
1085820962304-01;542578;invoiced;USD;47.88;47,88;23/12/2020;23/12/2020;#N/D
1085850071313-01;542590;canceled;USD;40.38;40,38;23/12/2020;23/12/2020;#N/D
1085841577425-01;542588;invoiced;USD;39.31;39,31;23/12/2020;23/12/2020;#N/D
1085861934325-01;542592;invoiced;USD;137.22;137,22;23/12/2020;23/12/2020;#N/D
1085792065672-01;542572;invoiced;USD;28.61;28,61;23/12/2020;23/12/2020;#N/D
1085882357975-01;542598;invoiced;USD;75.5;75,5;23/12/2020;23/12/2020;#N/D
1086121085854-01;542634;invoiced;USD;47.88;47,88;24/12/2020;24/12/2020;#N/D
1086162417214-01;542644;invoiced;USD;36.1;36,1;24/12/2020;24/12/2020;#N/D
1085932449059-01;542610;invoiced;USD;54.83;54,83;24/12/2020;24/12/2020;#N/D
1085940343841-01;542612;invoiced;USD;63.11;63,11;24/12/2020;24/12/2020;#N/D
1085920672832-01;542608;invoiced;USD;68.12;68,12;24/12/2020;24/12/2020;#N/D
1086070885674-01;542628;invoiced;USD;22.19;22,19;24/12/2020;24/12/2020;#N/D
1086130560391-01;542638;canceled;USD;49.48;49,48;24/12/2020;24/12/2020;#N/D
1086100999975-01;542632;invoiced;USD;38.24;38,24;24/12/2020;24/12/2020;#N/D
1086150837055-01;542642;invoiced;USD;46.81;46,81;24/12/2020;24/12/2020;#N/D
1086130501644-01;542636;invoiced;USD;32.46;32,46;24/12/2020;24/12/2020;#N/D
1086202943767-01;542648;invoiced;USD;83.55;83,55;25/12/2020;25/12/2020;#N/D
1086361693369-01;542654;invoiced;USD;39.31;39,31;25/12/2020;25/12/2020;#N/D
1086390127731-01;542658;invoiced;USD;62.43;62,43;25/12/2020;25/12/2020;#N/D
1086403177307-01;542660;invoiced;USD;120.03;120,03;25/12/2020;25/12/2020;#N/D
1086390031693-01;542656;invoiced;USD;48.41;48,41;25/12/2020;25/12/2020;#N/D
1086323129810-01;542650;invoiced;USD;50.65;50,65;25/12/2020;25/12/2020;#N/D
1086411017181-01;542664;invoiced;USD;47.87;47,87;26/12/2020;26/12/2020;#N/D
