Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1101122796664-01;521592;invoiced;GTQ;1998.36;1998,36;2021-01-05;2021-01-05;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106700500797-01;524084;invoiced;GTQ;257;257;2021-01-28;2021-01-28;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1101161056052-01;521626;invoiced;GTQ;290.6;290,6;2021-01-05;2021-01-05;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106900067648-01;524240;invoiced;GTQ;222.5;222,5;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1101173295889-01;521628;invoiced;GTQ;636.8;636,8;2021-01-05;2021-01-05;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1101371372264-01;521718;invoiced;GTQ;321.3;321,3;2021-01-06;2021-01-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107432649453-01;524804;handling;GTQ;1194.4;1194,4;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1101382717862-01;521722;invoiced;GTQ;118;118;2021-01-06;2021-01-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107433321364-01;524806;handling;GTQ;620;620;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1101382491008-01;521720;invoiced;GTQ;898;898;2021-01-06;2021-01-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107432020173-01;524792;handling;GTQ;266.7;266,7;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105462732644-01;523450;invoiced;GTQ;1520.1;1520,1;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107432336972-01;524796;handling;GTQ;218.5;218,5;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105453372405-01;523446;invoiced;GTQ;263.4;263,4;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107422129330-01;524766;handling;GTQ;494.1;494,1;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105920531854-01;523598;invoiced;GTQ;241;241;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107410936995-01;524756;handling;GTQ;370.8;370,8;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105961457241-01;523630;invoiced;GTQ;4749.6;4749,6;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107421752955-01;524788;handling;GTQ;313.9;313,9;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105922899260-01;523596;invoiced;GTQ;788.4;788,4;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107431137289-01;524810;handling;GTQ;290.5;290,5;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105762788550-01;523566;invoiced;GTQ;1099.5;1099,5;2021-01-24;2021-01-24;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107431284043-01;524814;handling;GTQ;260;260;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107431500122-01;524816;handling;GTQ;295.5;295,5;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105933255790-01;523602;invoiced;GTQ;234.9;234,9;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105811410300-01;523588;invoiced;GTQ;361.5;361,5;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107442173649-01;524820;handling;GTQ;448;448;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105922149538-01;523594;invoiced;GTQ;125.5;125,5;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106932295859-01;524268;invoiced;GTQ;254.8;254,8;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105773407953-01;523574;invoiced;GTQ;215.5;215,5;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106901765495-01;524246;invoiced;GTQ;502.3;502,3;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106872669650-01;524196;invoiced;GTQ;201.5;201,5;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105790061481-01;523576;invoiced;GTQ;295.1;295,1;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105801889335-01;523580;invoiced;GTQ;484.5;484,5;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106882247457-01;524218;invoiced;GTQ;414;414;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105761601638-01;523570;invoiced;GTQ;608;608;2021-01-25;2021-01-25;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1106871286755-01;524216;invoiced;GTQ;217;217;2021-01-29;2021-01-29;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107372419130-01;524678;handling;GTQ;147.5;147,5;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105531091385-01;523482;invoiced;GTQ;206.8;206,8;2021-01-24;2021-01-24;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105312232001-01;523382;invoiced;GTQ;805;805;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107373300275-01;524680;handling;GTQ;442.7;442,7;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107301891106-01;524662;handling;GTQ;1253.3;1253,3;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105260775647-01;523346;invoiced;GTQ;464;464;2021-01-22;2021-01-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107371096489-01;524686;handling;GTQ;323.2;323,2;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105311422266-01;523388;invoiced;GTQ;1133;1133;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107423588165-01;524776;handling;GTQ;721.2;721,2;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105331632220-01;523400;invoiced;GTQ;778;778;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105330478534-01;523396;invoiced;GTQ;554;554;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107420676620-01;524782;handling;GTQ;324;324;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107401450946-01;524742;handling;GTQ;293.4;293,4;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105383183600-01;523406;invoiced;GTQ;171;171;2021-01-23;2021-01-23;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107401620949-01;524744;handling;GTQ;297;297;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1105270258519-01;523368;invoiced;GTQ;584;584;2021-01-22;2021-01-22;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1107412263326-01;524746;handling;GTQ;388.3;388,3;2021-01-31;2021-01-31;False;False;False;False;False;True;;;;;;B2C
